ID,y
TEST_0000,84.90770494798323
TEST_0001,84.18583951556869
TEST_0002,91.09545675572384
TEST_0003,89.17399939158871
TEST_0004,84.20774600547621
TEST_0005,84.3560843471121
TEST_0006,84.0899107858954
TEST_0007,84.58025410403374
TEST_0008,91.13747750899512
TEST_0009,84.50761717111965
TEST_0010,84.36926956470093
TEST_0011,84.04635421552898
TEST_0012,84.38201624218702
TEST_0013,84.87318878609827
TEST_0014,84.6364029087135
TEST_0015,92.36954896185675
TEST_0016,84.5742203351964
TEST_0017,84.36411989954617
TEST_0018,84.21070939094184
TEST_0019,90.92795987870032
TEST_0020,85.17405398432344
TEST_0021,84.71443839333868
TEST_0022,88.92831249027955
TEST_0023,84.49992216390002
TEST_0024,84.09619614926365
TEST_0025,83.75125656430984
TEST_0026,90.00321740945799
TEST_0027,84.56707933473129
TEST_0028,84.80991426733836
TEST_0029,85.07796229994919
TEST_0030,85.17342098857033
TEST_0031,84.35228861533079
TEST_0032,84.09244401690387
TEST_0033,84.44691257944653
TEST_0034,83.61655511620141
TEST_0035,84.7614543312478
TEST_0036,85.25737837490541
TEST_0037,89.7857179417003
TEST_0038,84.5135811275826
TEST_0039,84.27316857119662
TEST_0040,89.36945668186212
TEST_0041,85.01808546142493
TEST_0042,84.8568481016216
TEST_0043,84.28467682364216
TEST_0044,84.8522442126119
TEST_0045,84.07545742275829
TEST_0046,84.75093059184329
TEST_0047,86.12613041319435
TEST_0048,89.68793894744107
TEST_0049,84.08408751821833
TEST_0050,84.48730950522075
TEST_0051,83.80131464374519
TEST_0052,84.30195763268698
TEST_0053,84.61294768614997
TEST_0054,84.09043660994176
TEST_0055,84.3522656544088
TEST_0056,89.39132237306487
TEST_0057,91.76733192598209
TEST_0058,91.58950159259976
TEST_0059,84.23972280984148
TEST_0060,92.0314071460458
TEST_0061,84.8165074103793
TEST_0062,84.00779277575607
TEST_0063,91.92060958096965
TEST_0064,84.35605211456307
TEST_0065,91.43509363666472
TEST_0066,83.63391095460342
TEST_0067,89.63731344431388
TEST_0068,83.93027859053784
TEST_0069,84.28307863065534
TEST_0070,85.24007005558212
TEST_0071,84.95583463456339
TEST_0072,84.47588663342529
TEST_0073,84.22534482432432
TEST_0074,84.67797803072692
TEST_0075,84.46744290439514
TEST_0076,87.17151213239391
TEST_0077,84.27463067580136
TEST_0078,84.64129362551608
TEST_0079,83.77725007914482
TEST_0080,84.32482133300849
TEST_0081,85.43568517708128
TEST_0082,91.1580612148251
TEST_0083,83.99295738277439
TEST_0084,91.07701623306353
TEST_0085,89.76899283053545
TEST_0086,92.54772538825524
TEST_0087,84.71426689902609
TEST_0088,83.27687718419051
TEST_0089,83.93899688259839
TEST_0090,83.42396730996307
TEST_0091,84.8722030643834
TEST_0092,84.5818357718925
TEST_0093,84.54089346431252
TEST_0094,85.12426628410533
TEST_0095,84.94114761062137
TEST_0096,92.10718654337141
TEST_0097,84.75573195908179
TEST_0098,91.07899401838534
TEST_0099,83.46770889221585
TEST_0100,85.0367121497651
TEST_0101,83.90022084501281
TEST_0102,84.20504733372368
TEST_0103,91.4707550975101
TEST_0104,88.79662435247278
TEST_0105,84.09622503731819
TEST_0106,88.15884895567932
TEST_0107,91.45976976664454
TEST_0108,91.76272497916689
TEST_0109,84.44808399137138
TEST_0110,83.80034385141487
TEST_0111,84.07286180492046
TEST_0112,84.3198107190568
TEST_0113,84.08892091245863
TEST_0114,83.6789138083953
TEST_0115,85.19219910882043
TEST_0116,84.26669021733254
TEST_0117,91.26062324804666
TEST_0118,84.13196516269741
TEST_0119,84.45200991909913
TEST_0120,84.42891515699546
TEST_0121,90.24511456790825
TEST_0122,92.72126480958309
TEST_0123,89.3674012821967
TEST_0124,84.41407281300918
TEST_0125,92.2671855773151
TEST_0126,90.05717434872545
TEST_0127,84.12267158044438
TEST_0128,84.56324266653118
TEST_0129,85.22756709809974
TEST_0130,91.40674356744579
TEST_0131,89.17488901554235
TEST_0132,84.5338362989374
TEST_0133,89.74713497297157
TEST_0134,85.48235181767001
TEST_0135,84.0209583972243
TEST_0136,84.81299769728612
TEST_0137,84.14113609492169
TEST_0138,84.06726186514834
TEST_0139,83.1136143030567
TEST_0140,84.3406273988426
TEST_0141,83.92785756335059
TEST_0142,91.51562934233102
TEST_0143,90.55767966772927
TEST_0144,83.88577355519448
TEST_0145,84.28105966208956
TEST_0146,84.5601466699307
TEST_0147,84.04045354022551
TEST_0148,84.25937829844082
TEST_0149,84.91784648439095
TEST_0150,84.47152576268518
TEST_0151,83.90235015241971
TEST_0152,84.13357299472673
TEST_0153,82.91327641436132
TEST_0154,84.27092064113032
TEST_0155,88.1066533068933
TEST_0156,85.35807037014118
TEST_0157,83.73453626821224
TEST_0158,84.11472218705953
TEST_0159,90.11503340914744
TEST_0160,83.45411619220938
TEST_0161,91.6105036010558
TEST_0162,84.910870715512
TEST_0163,89.98773362905341
TEST_0164,84.28107191922437
TEST_0165,83.91921459620198
TEST_0166,91.53404490317652
TEST_0167,90.97838630224672
TEST_0168,84.27533517239192
TEST_0169,84.22686419864156
TEST_0170,88.60402660005386
TEST_0171,83.59812045642583
TEST_0172,84.67724685798251
TEST_0173,84.22451159785076
TEST_0174,84.49917831305173
TEST_0175,91.07668251475059
TEST_0176,84.66457182139068
TEST_0177,84.44158074830874
TEST_0178,84.0433046654147
TEST_0179,84.4174279217133
TEST_0180,92.23948098621136
TEST_0181,91.96932221028146
TEST_0182,86.62629119318981
TEST_0183,84.8878998713718
TEST_0184,84.61831019156723
TEST_0185,84.72552866477471
TEST_0186,84.31635829428991
TEST_0187,84.36823415880892
TEST_0188,85.45824644077737
TEST_0189,84.32482133300849
TEST_0190,84.32758291097163
TEST_0191,84.51188822208161
TEST_0192,84.378128985258
TEST_0193,84.60723611167977
TEST_0194,84.64028783585717
TEST_0195,85.72828357813056
TEST_0196,84.20339133058384
TEST_0197,92.20205968200007
TEST_0198,84.34501036090187
TEST_0199,84.64129362551608
TEST_0200,84.47974552929973
TEST_0201,84.32652702273496
TEST_0202,91.71311696648539
TEST_0203,90.97895736784714
TEST_0204,87.13668940935587
TEST_0205,88.00438479284705
TEST_0206,85.93980936915881
TEST_0207,92.11545772216208
TEST_0208,92.60074718714374
TEST_0209,84.18067088492998
TEST_0210,84.58231637322272
TEST_0211,90.93404940175144
TEST_0212,90.26429629235052
TEST_0213,85.38444664991394
TEST_0214,84.17577557812426
TEST_0215,87.66630158585573
TEST_0216,90.5254688800364
TEST_0217,84.02396705685163
TEST_0218,90.4720633362545
TEST_0219,83.58310948510979
TEST_0220,84.8694219680825
TEST_0221,84.02797806248242
TEST_0222,84.74682495717207
TEST_0223,85.42619691045165
TEST_0224,90.29207823729853
TEST_0225,84.38171991662922
TEST_0226,83.88993785940058
TEST_0227,84.57949365106121
TEST_0228,92.11706889456167
TEST_0229,84.24786930252876
TEST_0230,86.56322163772144
TEST_0231,85.9425699752955
TEST_0232,85.3669798087489
TEST_0233,84.85669282676514
TEST_0234,84.05726326403544
TEST_0235,84.56675234789292
TEST_0236,84.41826049503648
TEST_0237,88.56956564096318
TEST_0238,85.36457555529243
TEST_0239,84.17711274999998
TEST_0240,84.35545569039591
TEST_0241,90.97494519682546
TEST_0242,84.37738566559624
TEST_0243,83.77375433238993
TEST_0244,92.80778281601673
TEST_0245,84.62129754009857
TEST_0246,84.39816816328886
TEST_0247,91.3289353059025
TEST_0248,85.28063956674598
TEST_0249,85.20524986406897
TEST_0250,84.50029259678347
TEST_0251,84.64181968026018
TEST_0252,84.35692649275458
TEST_0253,87.61148041601324
TEST_0254,90.69015132872902
TEST_0255,84.22036936187384
TEST_0256,84.16560037982526
TEST_0257,84.04260910973376
TEST_0258,83.6441878765368
TEST_0259,90.46308549610515
TEST_0260,83.82749264836843
TEST_0261,84.50426243448506
TEST_0262,86.6371057436923
TEST_0263,84.42193670453032
TEST_0264,84.04219071297884
TEST_0265,85.01147869286513
TEST_0266,84.20065716530718
TEST_0267,84.52366101993815
TEST_0268,84.49038329486356
TEST_0269,84.11235731598626
TEST_0270,84.51914898522703
TEST_0271,83.93715036411868
TEST_0272,84.42628402864989
TEST_0273,83.8102268370202
TEST_0274,84.90466551820181
TEST_0275,84.59908755709378
TEST_0276,84.45389581642257
TEST_0277,84.82182478947891
TEST_0278,84.80134171415345
TEST_0279,83.91888498371999
TEST_0280,85.1977661033508
TEST_0281,84.02771666595271
TEST_0282,83.40349886406834
TEST_0283,84.40962126256305
TEST_0284,84.21716311080168
TEST_0285,84.15967983774097
TEST_0286,84.4362355339818
TEST_0287,84.68135126012652
TEST_0288,86.60231960617945
TEST_0289,87.91875655055723
TEST_0290,84.27649477747764
TEST_0291,90.03832997667571
TEST_0292,84.64414386386807
TEST_0293,86.44635846497557
TEST_0294,83.97523316110541
TEST_0295,84.256088800248
