x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
1.0787185849980816,-2.33682569471354,1.2034426855899063,0.8231083722367292,-0.2569775098697488,-1.7952565291765594,0.4964250781559302,-0.1938864228224374,0.6843050674262929,0.254124837106659,0.0943778073534104,81.8486328125
1.0134189555408215,-1.6324706888543954,1.2031139512472315,0.9319634070381624,-0.3218447218333374,-1.7137943931182211,0.4821303232633777,-0.1049051008595598,0.588446003393723,0.3561992050776213,0.0408998566203003,86.538232421875
1.0116434006208093,-1.5867589943303169,1.2256961078731066,0.9543169900035958,-0.313891584733251,-1.7148794377396095,0.4827214153567801,-0.109071223560937,0.5860698050130101,0.354007978750723,0.0432622694002403,90.5923583984375
1.0692045184157508,-2.1396169354783154,1.2339318933457644,0.915352669379816,-0.2657759468058755,-1.7915225551782343,0.4697123338095714,-0.1496575761556483,0.6183900568877811,0.3193307859924429,0.078150236600034,83.90226440429687
1.04972766538565,-2.443407691495317,1.2235650797431488,0.8756246946484084,-0.2547937918066895,-1.8077034105824417,0.4868829867639724,-0.184469536556225,0.6691933462152853,0.2725660784907999,0.0957522847500135,82.55177001953125
1.0657695069861997,-2.383466243988085,1.2107338589013183,0.8535528305546585,-0.265293673202665,-1.8072656738722923,0.4972969314763353,-0.1890611649572023,0.6828603006383172,0.2686651237828494,0.0966403267913736,80.407568359375
1.0698946325927696,-2.356298483637936,1.1568741445814454,0.7846026337423966,-0.2871138684527297,-1.774810243802271,0.5024407088475207,-0.2094753120011443,0.6907187356788549,0.2388939592287702,0.0848242972193574,80.32275390625
1.0010730723436512,-1.8867530429592951,1.2275428940914144,0.929225128574488,-0.2767828535362514,-1.7710625510901323,0.4684118390115442,-0.1348647639160418,0.6131314423820344,0.3321487919650401,0.0701736157078042,83.36880493164062
0.980986844286973,-1.8384557330443647,1.244452777212649,0.8978888883539337,-0.2805624533154655,-1.7573311632695623,0.4741213501132196,-0.1294763621805319,0.6041385180728783,0.3376487926895092,0.0614160570329655,86.886572265625
1.0350469002856255,-1.8470584799442409,1.2185926369837576,0.9427681510304272,-0.2900303511017837,-1.7525396110413771,0.4720645947599141,-0.1227153921466055,0.604744766872902,0.3389241332864847,0.0606993822443742,85.10120849609376
1.0977615645466394,-2.39358138351375,1.1834060998503075,0.8024669880766343,-0.2628970990236691,-1.7925051636851397,0.497267055268213,-0.1951893139765755,0.6860609251816215,0.2538213890926616,0.0939291713384877,83.46021118164063
0.944097825364916,-1.5460534239159014,1.190771531096112,0.954389516317642,-0.3494429411672802,-1.6773730868224672,0.4969955762747526,-0.0920216777537798,0.5852750194859705,0.3658294135487095,0.0268469808851221,89.1420654296875
1.0139113179304349,-2.0929500395465217,1.2355807783807635,0.8760080241015414,-0.2648602164387216,-1.789865837904366,0.465471797183296,-0.1544366685480468,0.6251736806315984,0.3158999136528233,0.0823993861596977,84.120532
1.0315553025308577,-1.784084076645694,1.217190701988991,0.907451692579319,-0.2816152467099502,-1.7502474876255951,0.4675134854373846,-0.1285126659828098,0.6014270503319058,0.3444284857077571,0.0586725561627139,85.85447387695312
1.0963426961888625,-2.284257156155556,1.2312866580079638,0.8522303563141285,-0.2501352558193463,-1.813396145777605,0.4848040706234413,-0.1695889385099473,0.6644458215273932,0.2781512576281059,0.0950972956341991,80.168359375
0.9373940968088424,-1.5348514259929336,1.1880034030511368,0.9266029661674278,-0.356781108914772,-1.6744051393899757,0.497601818593505,-0.0965555256858655,0.5786788331923332,0.3683512383438688,0.0254561187517948,87.2847412109375
1.0785710934066608,-2.370316444058682,1.2023030232439873,0.8860053059662946,-0.2615454564660357,-1.805525610160181,0.4911238391936367,-0.1845139416653212,0.6728017672473616,0.2682411161697456,0.0970997490014539,82.3181884765625
1.0204218733642738,-2.1342871967305057,1.2308159708777824,0.8861225659714903,-0.2535579404534105,-1.7935360693232716,0.4710126038560048,-0.1503414374476709,0.6214569638687324,0.3151041818663612,0.0797230755212335,87.82785034179688
0.9342382710251054,-1.4213205049029454,1.1830996058473138,0.9226522055284596,-0.3971511342994938,-1.6457261551277649,0.5093799583660399,-0.0825774447689963,0.5770073208386466,0.3844588538563323,0.0080506698300648,89.62740478515626
1.0695761465722815,-2.256400174068739,1.2333654948576431,0.8738598915308036,-0.248108270021087,-1.8077088048962604,0.480416650082348,-0.1707038411104343,0.659101511632997,0.2825004970021678,0.0932529718913637,81.16725463867188
1.0388834750205682,-2.53265467643841,1.1368379581793084,0.8178832176103432,-0.2839195409599716,-1.7615612774232083,0.5036907673593681,-0.2131503253667185,0.6923466266422708,0.2420607314136468,0.0806914403524968,80.36603393554688
1.0650118052479385,-2.3285611762349245,1.2137307665058283,0.902148012757058,-0.2478262151740409,-1.8133289322456607,0.4811672480973017,-0.1737729045831969,0.6655532425526872,0.2796484726488286,0.0957975268941921,84.19027709960938
1.0515641898016628,-2.121104958681062,1.2387174651880406,0.8925579279895368,-0.2541654484984505,-1.801417291554925,0.4742892313256182,-0.1542384542404925,0.6379148565110375,0.3058348954452931,0.0862846957134388,82.843603515625
0.9860736749163496,-1.9289801185413973,1.2288842551273171,0.8884172502231176,-0.2827819753447787,-1.7601200179180805,0.4689447406888332,-0.1319057071301186,0.6046699068094136,0.3391630346684081,0.0642086003241617,84.9498779296875
0.9558432843288798,-1.383514018079798,1.166515325527024,0.953725584371292,-0.4219443115308611,-1.6233589933651873,0.5146403448740557,-0.0841738707885663,0.5793805239850053,0.3908537965537445,-0.0020644628970755,87.8586
1.0772538201046071,-2.439792457606845,1.167827230842245,0.7949085033015181,-0.2711561054312014,-1.782771851161833,0.5056815851885885,-0.2041835130136371,0.6911053252417976,0.2497555541038011,0.0889583273053157,80.78568115234376
1.01403202743958,-2.0116447979843564,1.228596059716876,0.9254408895645012,-0.255047718377081,-1.787575186335098,0.4730374625191024,-0.1496276222068069,0.6182904486729885,0.3184518321548398,0.0783536234163437,83.34161987304688
1.00895883399344,-1.755567473619027,1.214766903446458,0.9077441043790944,-0.2929534635120462,-1.7373812542822282,0.4757997941240091,-0.1180490469789431,0.5923257453693951,0.3466344638708902,0.0527339145169077,86.937890625
1.0935529520244778,-2.3028912992968062,1.2183244197313496,0.8582517051939382,-0.2565105037949434,-1.812900241455108,0.4846360566603184,-0.1783559596319205,0.6678124194151341,0.2776703683895709,0.0950664722950665,83.22267456054688
0.9399076101418694,-1.2960795973218322,1.1549050851043208,0.9133520740203936,-0.4228942143848731,-1.6230501796642052,0.5216425906833018,-0.0742500357542475,0.5788226321890325,0.3946004929709787,-0.0049420015593542,88.72889404296875
